fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,,
titles03/index.html.4066,tt0408790,Flightplan - Ohne jede Spur (2005),flightplan ohne jede spur,http://www.imdb.com/title/tt0408790/,6.2,103506,5880,2005,video.movie,1,3,44,402,587,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4069,tt0409182,Poseidon (2006),poseidon,http://www.imdb.com/title/tt0409182/,5.6,70125,5640,2006,video.movie,0,5,159,233,612,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4070,tt0409184,L'Auberge espagnole - Wiedersehen in St. Petersburg (2005),l auberge espagnole wiedersehen in st petersburg,http://www.imdb.com/title/tt0409184/,7.1,13057,7740,2005,video.movie,1,3,3,75,47,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4072,tt0409572,In den Westen (TV Mini-Series 2005),in den westen tv mini series,http://www.imdb.com/title/tt0409572/,8.1,4869,33120,2005,video.tv,9,25,105,118,76,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
titles03/index.html.4073,tt0409904,Wächter des Tages (2006),w chter des tages,http://www.imdb.com/title/tt0409904/,6.6,26246,7920,2006,video.movie,5,8,15,132,122,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles03/index.html.4075,tt0410377,Die Insel der Abenteuer (2008),die insel der abenteuer,http://www.imdb.com/title/tt0410377/,6,23780,5760,2008,video.movie,0,0,21,79,106,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4076,tt0410975,Desperate Housewives (TV Series 2004–2012),desperate housewives tv series,http://www.imdb.com/title/tt0410975/,7.5,74606,2700,2004,video.tv,49,127,967,7860,155,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4077,tt0411008,Lost (TV Series 2004–2010),lost tv series,http://www.imdb.com/title/tt0411008/,8.6,271937,2520,2004,video.tv,61,263,748,14720,665,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4078,tt0411469,Hazaaron Khwaishein Aisi (2003),hazaaron khwaishein aisi,http://www.imdb.com/title/tt0411469/,7.9,2989,7200,2003,video.movie,2,5,0,0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4080,tt0412019,Broken Flowers (2005),broken flowers,http://www.imdb.com/title/tt0412019/,7.2,67804,6360,2005,video.movie,4,11,83,210,509,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4082,tt0412142,Dr. House (TV Series 2004–2012),dr house tv series,http://www.imdb.com/title/tt0412142/,8.9,213724,2700,2004,video.tv,44,106,759,912,415,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4083,tt0412366,Samantha: An American Girl Holiday (TV Movie 2004),samantha an american girl holiday tv movie,http://www.imdb.com/title/tt0412366/,7.1,1014,5160,2004,video.movie,1,2,6,4,32,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4084,tt0412703,Le fantôme d'Henri Langlois (2004),le fant me d henri langlois,http://www.imdb.com/title/tt0412703/,7.6,328,12600,2004,video.movie,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4085,tt0412798,Half Light (2006),half light,http://www.imdb.com/title/tt0412798/,6,9779,6600,2006,video.movie,0,0,0,11,113,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4087,tt0413015,Lady Henderson präsentiert (2005),lady henderson pr sentiert,http://www.imdb.com/title/tt0413015/,7.1,12043,6180,2005,video.movie,6,25,9,93,174,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4088,tt0413099,Evan Allmächtig (2007),evan allm chtig,http://www.imdb.com/title/tt0413099/,5.4,95429,5760,2007,video.movie,2,10,55,269,241,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4090,tt0413300,Spider-Man 3 (2007),spider man,http://www.imdb.com/title/tt0413300/,6.3,264158,8340,2007,video.movie,1,26,172,2300,1872,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4091,tt0413895,Schweinchen Wilbur und seine Freunde (2006),schweinchen wilbur und seine freunde,http://www.imdb.com/title/tt0413895/,6.4,21650,5820,2006,video.movie,8,9,114,162,95,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4092,tt0414055,Elizabeth - Das goldene Königreich (2007),elizabeth das goldene k nigreich,http://www.imdb.com/title/tt0414055/,6.9,45482,6840,2007,video.movie,5,16,70,315,211,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4094,tt0414936,Day for Night: An Appreciation (Video 2003),day for night an appreciation video,http://www.imdb.com/title/tt0414936/,5.9,18,1020,2003,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4096,tt0415127,Der Mann aus London (2007),der mann aus london,http://www.imdb.com/title/tt0415127/,7.1,2022,8340,2007,video.movie,0,0,3,0,25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4097,tt0415306,Ricky Bobby - König der Rennfahrer (2006),ricky bobby k nig der rennfahrer,http://www.imdb.com/title/tt0415306/,6.5,98290,6480,2006,video.movie,6,4,90,280,425,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
titles03/index.html.4098,tt0415607,Beed-e majnoon (2005),beed e majnoon,http://www.imdb.com/title/tt0415607/,7.5,2214,5760,2005,video.movie,1,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4103,tt0416320,Match Point (2005),match point,http://www.imdb.com/title/tt0416320/,7.7,128918,7440,2005,video.movie,8,14,67,513,725,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4105,tt0416449,300 (2006),,http://www.imdb.com/title/tt0416449/,7.8,466561,7020,2006,video.movie,9,28,115,68,2020,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4106,tt0416499,Baramui Fighter (2004),baramui fighter,http://www.imdb.com/title/tt0416499/,7.1,2698,7200,2004,video.movie,0,0,0,0,26,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4107,tt0417001,Frau mit Hund sucht Mann mit Herz (2005),frau mit hund sucht mann mit herz,http://www.imdb.com/title/tt0417001/,5.9,21725,5880,2005,video.movie,0,0,81,69,256,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4108,tt0417373,The Venture Bros. (TV Series 2003– ),the venture bros tv series,http://www.imdb.com/title/tt0417373/,8.6,14721,1320,2003,video.tv,0,0,29,245,41,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4116,tt0418763,Jarhead - Willkommen im Dreck (2005),jarhead willkommen im dreck,http://www.imdb.com/title/tt0418763/,7.1,116866,7500,2005,video.movie,5,10,176,465,647,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles03/index.html.4117,tt0418887,Mi nismo andjeli 2 (2005),mi nismo andjeli,http://www.imdb.com/title/tt0418887/,5.7,1986,5340,2005,video.movie,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4118,tt0418982,Offscreen (2006),offscreen,http://www.imdb.com/title/tt0418982/,6.5,562,5580,2006,video.movie,4,6,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4119,tt0419198,Der Tiger und der Schnee (2005),der tiger und der schnee,http://www.imdb.com/title/tt0419198/,7.2,9746,6840,2005,video.movie,4,7,2,14,40,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4120,tt0419236,Pittsburgh (2006),pittsburgh,http://www.imdb.com/title/tt0419236/,6.4,451,5040,2006,video.movie,0,0,3,29,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4122,tt0419700,Doch wenn es Abend wird (2003),doch wenn es abend wird,http://www.imdb.com/title/tt0419700/,7.4,8,960,2003,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4123,tt0419706,Doom - Der Film (2005),doom der film,http://www.imdb.com/title/tt0419706/,5.2,74443,6000,2005,video.movie,0,0,26,274,791,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4124,tt0419749,Find Me Guilty - Der Mafiaprozess (2006),find me guilty der mafiaprozess,http://www.imdb.com/title/tt0419749/,7.1,23519,7500,2006,video.movie,0,0,15,79,103,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4129,tt0420502,Ancient Evil 2: Guardian of the Underworld (Video 2005),ancient evil guardian of the underworld video,http://www.imdb.com/title/tt0420502/,2.7,155,5700,2005,video.movie,0,0,4,0,15,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4136,tt0421288,At the Movies (TV Series 2004– ),at the movies tv series,http://www.imdb.com/title/tt0421288/,8.2,97,1800,2004,video.tv,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
titles03/index.html.4139,tt0422285,From Hong Kong to Hollywood: The Making of John Woo (TV Movie 2004),from hong kong to hollywood the making of john woo tv movie,http://www.imdb.com/title/tt0422285/,4.4,24,1440,2004,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4141,tt0423176,Shijie (2004),shijie,http://www.imdb.com/title/tt0423176/,7.1,1970,8580,2004,video.movie,5,5,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4143,tt0423866,Bin-jip (2004),bin jip,http://www.imdb.com/title/tt0423866/,8.1,31195,5280,2004,video.movie,12,7,13,7,119,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4144,tt0423977,Charlie Bartlett (2007),charlie bartlett,http://www.imdb.com/title/tt0423977/,7,47906,5820,2007,video.movie,1,0,25,132,117,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4145,tt0424095,Flutsch und weg (2006),flutsch und weg,http://www.imdb.com/title/tt0424095/,6.7,64778,5100,2006,video.movie,6,11,67,385,117,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4146,tt0424136,Hard Candy (2005),hard candy,http://www.imdb.com/title/tt0424136/,7.2,109409,6240,2005,video.movie,9,9,22,8,611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles03/index.html.4147,tt0424237,Lila dit ça (2004),lila dit a,http://www.imdb.com/title/tt0424237/,7.1,3289,5340,2004,video.movie,4,4,4,0,20,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4148,tt0424287,The Mostly Unfabulous Social Life of Ethan Green (2005),the mostly unfabulous social life of ethan green,http://www.imdb.com/title/tt0424287/,6.2,1569,5280,2005,video.movie,0,0,17,5,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4149,tt0424345,Clerks II (2006),clerks ii,http://www.imdb.com/title/tt0424345/,7.5,99088,5820,2006,video.movie,2,1,45,213,463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4150,tt0424374,Quase Dois Irmãos (2004),quase dois irm os,http://www.imdb.com/title/tt0424374/,6.9,472,6120,2004,video.movie,12,8,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4151,tt0424434,Shah-re ziba (2004),shah re ziba,http://www.imdb.com/title/tt0424434/,7.9,2429,6060,2004,video.movie,5,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4152,tt0424880,Candy - Reise der Engel (2006),candy reise der engel,http://www.imdb.com/title/tt0424880/,7.3,29296,6960,2006,video.movie,6,16,24,105,75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4153,tt0424908,Klang der Stille (2006),klang der stille,http://www.imdb.com/title/tt0424908/,6.8,9451,6240,2006,video.movie,2,5,15,19,82,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4154,tt0424932,Dances with Wolves: The Creation of an Epic (Video 2003),dances with wolves the creation of an epic video,http://www.imdb.com/title/tt0424932/,7.2,89,4860,2003,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4155,tt0425040,Friendly Fire: Making an Urban Legend (Video 2003),friendly fire making an urban legend video,http://www.imdb.com/title/tt0425040/,6.8,24,2580,2003,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4156,tt0425061,Get Smart (2008),get smart,http://www.imdb.com/title/tt0425061/,6.6,140323,6600,2008,video.movie,2,6,93,1608,373,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles03/index.html.4157,tt0425112,Hot Fuzz - Zwei abgewichste Profis (2007),hot fuzz zwei abgewichste profis,http://www.imdb.com/title/tt0425112/,7.9,266190,7260,2007,video.movie,2,4,47,2682,643,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4160,tt0425220,The Making of 'Runaway Jury' (Video 2004),the making of runaway jury video,http://www.imdb.com/title/tt0425220/,6.1,34,720,2004,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4161,tt0425379,Pusher 3 (2005),pusher,http://www.imdb.com/title/tt0425379/,7.3,6395,5400,2005,video.movie,0,0,6,11,24,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles03/index.html.4163,tt0426501,Johnny Was (2006),johnny was,http://www.imdb.com/title/tt0426501/,5.7,1452,5580,2006,video.movie,1,0,7,0,39,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4165,tt0426883,Alpha Dog - Tödliche Freundschaft (2006),alpha dog t dliche freundschaft,http://www.imdb.com/title/tt0426883/,6.9,76872,7080,2006,video.movie,2,2,94,418,262,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4166,tt0427038,Carlito's Way: Rise to Power (Video 2005),carlito s way rise to power video,http://www.imdb.com/title/tt0427038/,4.9,3432,6000,2005,video.movie,0,0,5,10,56,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4167,tt0427219,Erkan & Stefan in Der Tod kommt krass (2005),erkan stefan in der tod kommt krass,http://www.imdb.com/title/tt0427219/,4.1,598,5820,2005,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4171,tt0427392,Invasion (2007),invasion,http://www.imdb.com/title/tt0427392/,5.9,57199,5940,2007,video.movie,0,0,38,202,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
titles03/index.html.4173,tt0427889,Splinter Cell: Chaos Theory (Video Game 2005),splinter cell chaos theory video game,http://www.imdb.com/title/tt0427889/,8.5,1563,,2005,game,1,1,0,0,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4175,tt0427954,Revenge of the Warrior (2005),revenge of the warrior,http://www.imdb.com/title/tt0427954/,7.1,24755,5400,2005,video.movie,0,0,9,147,210,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4176,tt0428441,The Cutting Edge: The Magic of Movie Editing (2004),the cutting edge the magic of movie editing,http://www.imdb.com/title/tt0428441/,7.8,1441,5880,2004,video.movie,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4177,tt0429078,Die sieben Schwerter (2005),die sieben schwerter,http://www.imdb.com/title/tt0429078/,6.2,7233,9180,2005,video.movie,3,18,6,11,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4178,tt0429486,The 62nd Annual Golden Globe Awards (2005),the nd annual golden globe awards,http://www.imdb.com/title/tt0429486/,4.5,344,,2005,video.tv,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4179,tt0429487,The 77th Annual Academy Awards (2005),the th annual academy awards,http://www.imdb.com/title/tt0429487/,5.9,885,11640,2005,video.tv,1,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4180,tt0429493,Das A-Team - Der Film (2010),das a team der film,http://www.imdb.com/title/tt0429493/,6.8,168808,7020,2010,video.movie,1,1,94,2173,349,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4182,tt0429591,Aquamarin - Die vernixte erste Liebe (2006),aquamarin die vernixte erste liebe,http://www.imdb.com/title/tt0429591/,5.2,22360,6240,2006,video.movie,1,5,13,117,149,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4183,tt0430105,Vier Brüder (2005),vier br der,http://www.imdb.com/title/tt0430105/,6.9,85602,6540,2005,video.movie,6,7,77,274,331,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4184,tt0430674,Herr der Diebe (2006),herr der diebe,http://www.imdb.com/title/tt0430674/,6,4404,5880,2006,video.movie,0,0,3,5,40,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4185,tt0430676,Ti piace Hitchcock? (TV Movie 2005),ti piace hitchcock tv movie,http://www.imdb.com/title/tt0430676/,5.8,1819,5580,2005,video.movie,0,0,2,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
titles03/index.html.4186,tt0430874,Steve McQueen - Leidenschaftlich cool (TV Movie 2005),steve mcqueen leidenschaftlich cool tv movie,http://www.imdb.com/title/tt0430874/,7.4,235,5220,2005,video.movie,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4188,tt0431308,P.S. Ich Liebe Dich (2007),p s ich liebe dich,http://www.imdb.com/title/tt0431308/,7,123082,7560,2007,video.movie,2,4,34,384,239,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4189,tt0432021,Resident Evil: Extinction (2007),resident evil extinction,http://www.imdb.com/title/tt0432021/,6.3,122157,5640,2007,video.movie,1,1,60,501,334,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
titles03/index.html.4192,tt0432348,Saw 2 (2005),saw,http://www.imdb.com/title/tt0432348/,6.6,149829,5580,2005,video.movie,2,7,33,514,848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4193,tt0432881,Hitchcock and Dial M (Video 2004),hitchcock and dial m video,http://www.imdb.com/title/tt0432881/,6.4,69,1320,2004,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4194,tt0433028,Quo Vadis\,Baby? (2005),quo vadis baby,http://www.imdb.com/title/tt0433028/,6.2,730,6120,2005,video.movie,3,4,2,5,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
titles03/index.html.4195,tt0433038,Revealed: The Making of 'La Femme Nikita' (Video 2003),revealed the making of la femme nikita video,http://www.imdb.com/title/tt0433038/,6.9,15,1260,2003,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4197,tt0433416,The Namesake - Zwei Welten\,Eine Reise (2006),the namesake zwei welten eine reise,http://www.imdb.com/title/tt0433416/,7.6,14516,7320,2006,video.movie,2,4,44,168,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles03/index.html.4200,tt0434693,Keroro gunsô (TV Series 2004– ),keroro guns tv series,http://www.imdb.com/title/tt0434693/,7.9,293,1500,2004,video.tv,0,0,3,6,8,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
titles03/index.html.4201,tt0434789,Behind the Scenes of 'House of Sand and Fog' (Video 2004),behind the scenes of house of sand and fog video,http://www.imdb.com/title/tt0434789/,5.4,63,960,2004,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4202,tt0435359,Se devo essere sincera (2004),se devo essere sincera,http://www.imdb.com/title/tt0435359/,6.1,131,6420,2004,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4204,tt0436005,#1 Fan: A Darkomentary (Video 2005),fan a darkomentary video,http://www.imdb.com/title/tt0436005/,7.6,160,780,2005,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles03/index.html.4205,tt0436546,Ma vie en l'air (2005),ma vie en l air,http://www.imdb.com/title/tt0436546/,7,1529,6180,2005,video.movie,0,0,0,247,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles03/index.html.4206,tt0436613,Murderball (2005),murderball,http://www.imdb.com/title/tt0436613/,7.8,8168,5280,2005,video.movie,17,7,27,135,68,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
titles03/index.html.4208,tt0436992,Doctor Who (TV Series 2005– ),doctor who tv series,http://www.imdb.com/title/tt0436992/,8.9,99875,4260,2005,video.tv,93,115,492,10215,280,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles03/index.html.4211,tt0437863,Die Bankdrücker (2006),die bankdr cker,http://www.imdb.com/title/tt0437863/,5.6,32999,4800,2006,video.movie,0,0,28,81,201,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
titles03/index.html.4213,tt0438315,Peaceful Warrior (2006),peaceful warrior,http://www.imdb.com/title/tt0438315/,7.3,15369,7200,2006,video.movie,0,0,14,22,163,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
titles03/index.html.4214,tt0438859,Goodbye Bafana (2007),goodbye bafana,http://www.imdb.com/title/tt0438859/,7.1,8553,7080,2007,video.movie,2,1,2,29,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
